Date|Time|Symbol|Strike|Call_Put|Expiration|Alert_Type|Side|Vol|OI|Vol_OI_Ratio|Premium|OTM_Pct|Bid_Ask_Pct|Avg_Fill|Multileg_Vol
2026-01-05|09:55:41|IREN|47.0|CALL|2/20/2026|Hot Contract|Ask|17|1370|1.84|1.75M|0%|7/80|6.96|17%
2026-01-05|10:00:34|INTC|39.5|PUT|1/9/2026|Hot Contract|Ask|2|1443|3.25|386K|1%|21/71|0.82|2%
2026-01-05|10:05:01|JNJ|207.5|CALL|1/16/2026|Hot Contract|Ask|0|322|14.09|541K|2%|18/75|1.19|0%
2026-01-05|10:08:25|SYM|95.0|CALL|8/21/2026|Hot Contract|Ask|0|20|30.35|692K|38%|0/100|11.40|0%
2026-01-05|10:14:07|LLY|1085.0|CALL|1/9/2026|Interval (5 min)|Ask|0|151|10.07|392K|4%|1/99|2.58|0%
2026-01-05|10:15:12|LLY|1085.0|CALL|1/9/2026|Hot Contract|Ask|1|151|12.01|501K|4%|10/89|2.76|1%
2026-01-05|10:43:08|GOOG|355.0|CALL|2/20/2026|Hot Contract|Ask|1|729|2.30|670K|12%|2/88|4.00|1%
2026-01-05|10:49:31|CG|65.0|CALL|3/20/2026|Hot Contract|Ask|0|709|2.94|781K|2%|12/85|3.75|0%
2026-01-05|10:49:42|NKE|70.0|CALL|1/30/2026|Hot Contract|Ask|0|970|4.06|228K|8%|17/71|0.58|0%
2026-01-05|10:52:38|LLY|1085.0|CALL|1/9/2026|Hot Contract|Ask|1|151|17.05|702K|4%|27/70|2.73|1%
2026-01-05|11:03:05|MPC|185.0|CALL|1/16/2026|Interval (5 min)|Ask|0|756|2.65|238K|5%|0/100|1.18|0%
2026-01-05|11:03:06|MPC|185.0|CALL|1/16/2026|Hot Contract|Ask|4|756|3.67|312K|5%|20/77|1.12|4%
2026-01-05|11:13:25|GS|1045.0|CALL|9/18/2026|Hot Contract|Ask|1|5|15.20|504K|9%|3/97|66.28|1%
2026-01-05|11:16:54|NFLX|99.0|CALL|1/30/2026|Interval (5 min)|Ask|0|148|7.51|201K|8%|0/100|1.81|0%
2026-01-05|11:20:54|JPM|342.5|CALL|1/9/2026|Hot Contract|Ask|2|1|2|129K|2%|7/87|0.51|2%
2026-01-05|11:21:45|SEDG|37.5|CALL|2/20/2026|Interval (5 min)|Ask|0|36|29.28|203K|20%|0/100|1.93|0%
2026-01-05|11:27:26|ONDS|13.0|CALL|1/9/2026|Hot Contract|Ask|1|2860|2.24|149K|6%|21/71|0.23|1%
2026-01-05|11:29:08|NFLX|99.0|CALL|1/30/2026|Hot Contract|Ask|0|148|16.97|461K|8%|9/90|1.84|0%
2026-01-05|11:34:09|OGN|8.0|CALL|2/20/2026|Hot Contract|Ask|0|793|3.83|102K|10%|0/96|0.34|0%
2026-01-05|11:34:29|OGN|8.0|CALL|2/20/2026|Interval (5 min)|Ask|0|793|6.95|200K|9%|0/94|0.36|0%
2026-01-05|11:35:19|INTC|52.5|CALL|6/18/2026|Interval (5 min)|Ask|0|577|1.73|253K|33%|0/100|2.53|0%
2026-01-05|11:35:21|INTC|52.5|CALL|6/18/2026|Hot Contract|Ask|0|577|3.53|515K|33%|2/98|2.53|0%
2026-01-05|11:44:45|QUBT|13.5|CALL|1/9/2026|Hot Contract|Ask|1|658|12.73|139K|10%|3/94|0.17|1%
2026-01-05|11:44:59|MPC|180.0|CALL|6/18/2026|Hot Contract|Ask|0|224|2.26|639K|3%|20/80|12.62|0%
2026-01-05|11:55:58|EC|12.5|CALL|5/15/2026|Hot Contract|Ask|0|579|8.77|107K|17%|1/99|0.21|0%
2026-01-05|12:01:38|BLK|1200.0|CALL|4/17/2026|Hot Contract|Ask|0|13|13.00|532K|6%|1/76|31.50|0%
2026-01-05|12:06:24|NFLX|99.0|CALL|1/30/2026|Hot Contract|Ask|0|148|18.38|500K|8%|13/84|1.84|0%
2026-01-05|12:16:17|PFE|28.0|CALL|6/18/2026|Hot Contract|Ask|0|3997|1.69|346K|12%|2/96|0.51|0%
2026-01-05|12:23:39|MPC|185.0|CALL|1/16/2026|Hot Contract|Ask|2|756|6.11|539K|5%|15/71|1.17|2%
2026-01-05|12:24:04|INTC|44.0|CALL|1/9/2026|Hot Contract|Ask|13|4059|2.63|242K|11%|23/72|0.23|13%
2026-01-05|12:25:30|EC|11.0|CALL|2/20/2026|Interval (5 min)|Ask|0|190|21.31|202K|1%|0/100|0.50|0%
2026-01-05|12:25:31|EC|11.0|CALL|2/20/2026|Hot Contract|Ask|0|190|23.59|223K|1%|3/96|0.50|0%
2026-01-05|12:39:55|CVX|180.0|CALL|3/20/2026|Hot Contract|Ask|2|3689|3.27|2.19M|9%|4/96|1.82|2%
2026-01-05|12:42:59|AMKR|50.0|CALL|1/16/2026|Hot Contract|Ask|1|702|3.74|243K|5%|13/79|0.92|1%
2026-01-05|12:57:26|JBLU|7.0|CALL|4/17/2026|Hot Contract|Ask|0|5420|1.89|128K|46%|0/95|0.12|0%
2026-01-05|13:09:56|IREN|55.0|CALL|1/9/2026|Hot Contract|Ask|2|544|10.24|117K|15%|8/84|0.21|2%
2026-01-05|13:15:30|VLO|185.0|CALL|1/30/2026|Hot Contract|Ask|4|15|70.93|509K|2%|14/84|4.78|4%
2026-01-05|13:20:37|APP|700.0|CALL|1/9/2026|Hot Contract|Ask|3|773|3.25|199K|10%|19/78|0.79|3%
2026-01-05|13:23:23|RKT|22.5|CALL|1/16/2026|Hot Contract|Ask|0|29|102.45|107K|5%|15/84|0.36|0%
2026-01-05|13:23:38|BMNR|28.0|PUT|1/9/2026|Hot Contract|Ask|8|3393|3.59|176K|17%|15/83|0.14|8%
2026-01-05|13:28:41|HYMC|20.0|PUT|2/20/2026|Interval (5 min)|Ask|0|125|16.01|242K|29%|20/80|1.21|0%
2026-01-05|13:34:26|IREN|32.0|PUT|1/16/2026|Hot Contract|Ask|1|2129|2.88|132K|33%|7/91|0.22|1%
2026-01-05|13:35:00|FRMI|15.0|CALL|8/21/2026|Hot Contract|Ask|0|27|84.37|500K|74%|1/97|2.20|0%
2026-01-05|13:46:03|TSM|350.0|CALL|8/21/2026|Hot Contract|Ask|1|34|4.50|511K|8%|18/82|33.43|1%
2026-01-05|13:46:13|PFE|25.5|CALL|1/16/2026|Hot Contract|Ask|2|6974|1.51|237K|1%|16/77|0.22|2%
2026-01-05|13:47:09|XOM|123.0|PUT|1/16/2026|Hot Contract|Ask|3|183|15.25|273K|2%|4/94|0.98|3%
2026-01-05|13:47:29|MRNA|33.0|CALL|1/16/2026|Hot Contract|Ask|2|1493|1.96|337K|3%|20/73|1.15|2%
2026-01-05|13:53:17|AFRM|80.0|CALL|1/30/2026|Hot Contract|Ask|4|107|13.93|610K||27/70|4.09|4%
2026-01-05|13:57:30|ASTS|83.0|PUT|1/9/2026|Interval (5 min)|Ask|0|479|3.07|204K|9%|24/76|1.39|0%
2026-01-05|07:31:42|PLNT|105.0|PUT|1/16/2026|Interval (5 min)|Ask|0|386|2.89|201K|3%|8/92|1.80|0%
2026-01-05|07:33:52|CLS|360.0|CALL|6/18/2026|Hot Contract|Ask|0|89|5.62|2.41M|17%|0/100|48.15|0%
2026-01-05|07:34:50|ORCL|210.0|CALL|1/9/2026|Interval (5 min)|Ask|0|4604|1.88|1.01M|5%|1/98|1.17|0%
2026-01-05|07:34:53|ORCL|210.0|CALL|1/9/2026|Hot Contract|Ask|0|4604|2.31|1.24M|5%|1/99|1.17|0%
2026-01-05|07:34:53|ORCL|210.0|CALL|1/9/2026|Hot Contract|Ask|0|4604|2.31|1.24M|5%|1/99|1.17|0%
2026-01-05|07:40:14|ENVX|9.0|CALL|1/9/2026|Hot Contract|Ask|0|538|9.77|105K|8%|3/94|0.20|0%
2026-01-05|07:41:35|BABA|148.0|PUT|1/9/2026|Hot Contract|Ask|0|429|7.14|189K|4%|1/92|0.62|0%
2026-01-05|07:42:52|META|675.0|CALL|1/9/2026|Interval (5 min)|Ask|0|1806|1.26|529K|2%|5/95|2.33|0%
2026-01-05|07:42:54|META|675.0|CALL|1/9/2026|Hot Contract|Ask|1|1806|1.50|602K|2%|12/87|2.22|1%
2026-01-05|07:48:27|BABA|143.0|PUT|1/16/2026|Hot Contract|Ask|0|319|9.61|253K|7%|7/93|0.82|0%
2026-01-05|07:49:49|BABA|143.0|PUT|1/16/2026|Interval (5 min)|Ask|0|319|7.59|217K|7%|0/99|0.90|0%
2026-01-05|07:50:39|C|115.0|PUT|5/15/2026|Interval (5 min)|Ask|0|707|1.41|575K|5%|0/100|5.75|0%
2026-01-05|07:51:15|NNE|30.0|CALL|1/16/2026|Interval (5 min)|Ask|0|1049|1.81|313K|1%|0/65|1.65|0%
2026-01-05|07:51:51|META|675.0|CALL|1/9/2026|Hot Contract|Ask|4|1806|2.00|828K|3%|22/75|2.29|4%
2026-01-05|07:52:23|IREN|50.0|CALL|1/9/2026|Hot Contract|Ask|1|2227|1.51|183K|10%|27/70|0.54|1%
2026-01-05|07:57:27|AMD|195.0|PUT|2/6/2026|Interval (5 min)|Ask|0|232|12.94|1.23M|13%|0/100|4.10|0%
2026-01-05|07:57:29|AMD|195.0|PUT|2/6/2026|Hot Contract|Ask|0|232|12.98|1.23M|13%|0/100|4.10|0%
2026-01-05|08:01:11|MU|300.0|PUT|1/9/2026|Hot Contract|Ask|6|2427|1.53|1.21M|4%|19/78|3.27|6%
2026-01-05|08:03:35|TPC|80.0|CALL|12/18/2026|Hot Contract|Ask|0|11|45.45|625K|11%|17/83|12.50|0%
2026-01-05|08:14:14|FCX|65.0|CALL|8/21/2026|Hot Contract|Ask|0|263|7.18|670K|20%|1/99|3.55|0%
2026-01-05|08:15:51|C|115.0|PUT|6/18/2026|Interval (5 min)|Ask|0|733|2.55|1.16M|6%|0/100|6.20|0%
2026-01-05|08:15:54|C|115.0|PUT|6/18/2026|Hot Contract|Ask|0|733|4.10|1.86M|6%|6/71|6.20|0%
2026-01-05|08:23:07|RGTI|26.0|CALL|1/23/2026|Interval (5 min)|Ask|0|246|5.45|241K|3%|0/100|1.80|0%
2026-01-05|08:30:00|LRCX|260.0|CALL|6/18/2026|Hot Contract|Ask|1|6|122.00|735K|33%|1/99|10.04|1%
2026-01-05|08:33:01|FCX|65.0|CALL|2/20/2026|Hot Contract|Ask|1|708|3.54|113K|20%|1/98|0.45|1%
2026-01-05|08:36:27|INTC|40.5|CALL|1/9/2026|Hot Contract|Ask|5|3049|1.75|513K|1%|24/72|0.96|5%
2026-01-05|08:39:33|RL|370.0|CALL|2/20/2026|Hot Contract|Ask|0|35|8.43|503K|1%|9/72|17.04|0%
2026-01-05|08:41:25|ORCL|175.0|PUT|1/9/2026|Hot Contract|Ask|14|2481|1.53|106K|11%|9/82|0.28|14%
2026-01-05|08:41:51|VRT|157.5|PUT|1/9/2026|Hot Contract|Ask|0|56|48.77|164K|10%|4/96|0.60|0%
2026-01-05|08:45:14|MARA|10.5|PUT|1/9/2026|Hot Contract|Ask|0|1080|3.60|153K|0%|6/78|0.39|0%
2026-01-05|08:45:49|DAR|40.0|CALL|2/20/2026|Interval (5 min)|Ask|0|293|5.19|228K|6%|2/98|1.50|0%
2026-01-05|08:48:48|HOOD|112.0|PUT|1/23/2026|Interval (5 min)|Ask|0|211|4.74|214K|7%|0/100|2.14|0%
2026-01-05|08:48:52|NKLR|7.5|CALL|6/18/2026|Interval (5 min)|Ask|0|682|2.15|238K|33%|5/66|1.63|0%
2026-01-05|08:49:58|ASML|1320.0|CALL|2/20/2026|Hot Contract|Ask|2|18|6.89|569K|7%|5/95|45.89|2%
2026-01-05|08:52:09|BABA|145.0|PUT|1/9/2026|Hot Contract|Ask|3|1289|2.08|132K|5%|8/90|0.49|3%
2026-01-05|08:54:41|JNJ|207.5|CALL|1/16/2026|Hot Contract|Ask|1|322|7.85|283K|3%|21/77|1.12|1%
2026-01-05|08:55:06|BABA|146.0|PUT|1/9/2026|Hot Contract|Ask|1|662|4.07|168K|5%|2/97|0.62|1%
2026-01-05|08:55:17|CAT|730.0|CALL|8/21/2026|Hot Contract|Ask|0|3|51.67|507K|18%|7/93|32.68|0%
2026-01-05|08:59:54|ASTS|100.0|CALL|1/9/2026|Hot Contract|Ask|1|1578|2.46|543K|11%|25/70|1.40|1%
2026-01-05|08:59:54|ASTS|100.0|CALL|1/9/2026|Hot Contract|Ask|1|1578|2.46|543K|11%|25/70|1.40|1%
2026-01-05|09:01:06|KLAC|1500.0|CALL|2/20/2026|Hot Contract|Ask|3|14|8.86|501K|11%|29/71|40.42|3%
2026-01-05|09:04:56|PVLA|90.0|CALL|1/16/2026|Hot Contract|Ask|0|5|200.00|678K|2%|14/86|6.78|0%
2026-01-05|09:09:44|RKLB|80.0|CALL|1/9/2026|Hot Contract|Ask|1|2667|1.50|595K|6%|25/72|1.49|1%
2026-01-05|09:10:31|SLB|45.0|CALL|1/9/2026|Hot Contract|Ask|1|20|125.20|118K|3%|17/71|0.47|1%
2026-01-05|09:11:39|BLSH|45.0|CALL|2/20/2026|Hot Contract|Ask|0|76|25.13|503K|8%|4/89|2.63|0%
2026-01-05|09:23:49|HAL|32.0|PUT|1/9/2026|Hot Contract|Ask|0|||142K|1%|21/74|0.55|0%
2026-01-05|09:27:17|NKLR|7.5|CALL|6/18/2026|Hot Contract|Ask|0|682|3.70|417K|29%|11/71|1.65|0%
2026-01-05|09:30:32|CLMT|27.0|CALL|5/15/2026|Hot Contract|Ask|0|80|46.09|184K|34%|0/100|0.50|0%
2026-01-05|09:30:33|CLMT|27.0|CALL|5/15/2026|Interval (5 min)|Ask|0|80|50.80|203K|34%|0/100|0.50|0%
2026-01-05|09:31:01|ASML|1600.0|CALL|9/18/2026|Hot Contract|Ask|0|41|4.27|1.23M|29%|29/71|70.05|0%
2026-01-05|09:33:15|CIFR|16.5|PUT|1/9/2026|Hot Contract|Ask|0|334|8.10|129K|6%|2/94|0.48|0%
2026-01-05|09:44:28|SOFI|30.0|CALL|2/13/2026|Interval (5 min)|Ask|1|228|4.47|241K|2%|0/100|2.36|1%
2026-01-05|09:49:08|APLD|36.0|CALL|1/9/2026|Hot Contract|Ask|2|703|3.96|156K|19%|10/85|0.56|2%
2026-01-05|09:51:53|IREN|47.0|CALL|2/20/2026|Interval (5 min)|Ask|0|1370|1.28|1.22M||6/84|6.99|0%
2026-01-05|09:55:41|IREN|47.0|CALL|2/20/2026|Hot Contract|Ask|17|1370|1.84|1.75M|0%|7/80|6.96|17%
2026-01-05|10:00:34|INTC|39.5|PUT|1/9/2026|Hot Contract|Ask|2|1443|3.25|386K|1%|21/71|0.82|2%
2026-01-05|10:05:01|JNJ|207.5|CALL|1/16/2026|Hot Contract|Ask|0|322|14.09|541K|2%|18/75|1.19|0%
2026-01-05|10:08:25|SYM|95.0|CALL|8/21/2026|Hot Contract|Ask|0|20|30.35|692K|38%|0/100|11.40|0%
2026-01-05|10:14:07|LLY|1085.0|CALL|1/9/2026|Interval (5 min)|Ask|0|151|10.07|392K|4%|1/99|2.58|0%
2026-01-05|10:15:12|LLY|1085.0|CALL|1/9/2026|Hot Contract|Ask|1|151|12.01|501K|4%|10/89|2.76|1%
2026-01-05|10:43:08|GOOG|355.0|CALL|2/20/2026|Hot Contract|Ask|1|729|2.30|670K|12%|2/88|4.00|1%
2026-01-05|10:49:31|CG|65.0|CALL|3/20/2026|Hot Contract|Ask|0|709|2.94|781K|2%|12/85|3.75|0%
2026-01-05|10:49:42|NKE|70.0|CALL|1/30/2026|Hot Contract|Ask|0|970|4.06|228K|8%|17/71|0.58|0%
2026-01-05|10:52:38|LLY|1085.0|CALL|1/9/2026|Hot Contract|Ask|1|151|17.05|702K|4%|27/70|2.73|1%
2026-01-05|11:03:05|MPC|185.0|CALL|1/16/2026|Interval (5 min)|Ask|0|756|2.65|238K|5%|0/100|1.18|0%
2026-01-05|11:03:06|MPC|185.0|CALL|1/16/2026|Hot Contract|Ask|4|756|3.67|312K|5%|20/77|1.12|4%
2026-01-05|11:13:25|GS|1045.0|CALL|9/18/2026|Hot Contract|Ask|1|5|15.20|504K|9%|3/97|66.28|1%
2026-01-05|11:16:54|NFLX|99.0|CALL|1/30/2026|Interval (5 min)|Ask|0|148|7.51|201K|8%|0/100|1.81|0%
2026-01-05|11:20:54|JPM|342.5|CALL|1/9/2026|Hot Contract|Ask|2|1|2|129K|2%|7/87|0.51|2%
2026-01-05|11:21:45|SEDG|37.5|CALL|2/20/2026|Interval (5 min)|Ask|0|36|29.28|203K|20%|0/100|1.93|0%
2026-01-05|11:27:26|ONDS|13.0|CALL|1/9/2026|Hot Contract|Ask|1|2860|2.24|149K|6%|21/71|0.23|1%
2026-01-05|11:29:08|NFLX|99.0|CALL|1/30/2026|Hot Contract|Ask|0|148|16.97|461K|8%|9/90|1.84|0%
2026-01-05|11:34:09|OGN|8.0|CALL|2/20/2026|Hot Contract|Ask|0|793|3.83|102K|10%|0/96|0.34|0%
2026-01-05|11:34:29|OGN|8.0|CALL|2/20/2026|Interval (5 min)|Ask|0|793|6.95|200K|9%|0/94|0.36|0%
2026-01-05|11:35:19|INTC|52.5|CALL|6/18/2026|Interval (5 min)|Ask|0|577|1.73|253K|33%|0/100|2.53|0%
2026-01-05|11:35:21|INTC|52.5|CALL|6/18/2026|Hot Contract|Ask|0|577|3.53|515K|33%|2/98|2.53|0%
2026-01-05|11:44:45|QUBT|13.5|CALL|1/9/2026|Hot Contract|Ask|1|658|12.73|139K|10%|3/94|0.17|1%
2026-01-05|11:44:59|MPC|180.0|CALL|6/18/2026|Hot Contract|Ask|0|224|2.26|639K|3%|20/80|12.62|0%
2026-01-05|11:55:58|EC|12.5|CALL|5/15/2026|Hot Contract|Ask|0|579|8.77|107K|17%|1/99|0.21|0%
2026-01-05|12:01:38|BLK|1200.0|CALL|4/17/2026|Hot Contract|Ask|0|13|13.00|532K|6%|1/76|31.50|0%
2026-01-05|12:06:24|NFLX|99.0|CALL|1/30/2026|Hot Contract|Ask|0|148|18.38|500K|8%|13/84|1.84|0%
2026-01-05|12:16:17|PFE|28.0|CALL|6/18/2026|Hot Contract|Ask|0|3997|1.69|346K|12%|2/96|0.51|0%
2026-01-05|12:23:39|MPC|185.0|CALL|1/16/2026|Hot Contract|Ask|2|756|6.11|539K|5%|15/71|1.17|2%
2026-01-05|12:24:04|INTC|44.0|CALL|1/9/2026|Hot Contract|Ask|13|4059|2.63|242K|11%|23/72|0.23|13%
2026-01-05|12:25:30|EC|11.0|CALL|2/20/2026|Interval (5 min)|Ask|0|190|21.31|202K|1%|0/100|0.50|0%
2026-01-05|12:25:31|EC|11.0|CALL|2/20/2026|Hot Contract|Ask|0|190|23.59|223K|1%|3/96|0.50|0%
2026-01-05|12:39:55|CVX|180.0|CALL|3/20/2026|Hot Contract|Ask|2|3689|3.27|2.19M|9%|4/96|1.82|2%
2026-01-05|12:42:59|AMKR|50.0|CALL|1/16/2026|Hot Contract|Ask|1|702|3.74|243K|5%|13/79|0.92|1%
2026-01-05|12:57:26|JBLU|7.0|CALL|4/17/2026|Hot Contract|Ask|0|5420|1.89|128K|46%|0/95|0.12|0%
2026-01-05|13:09:56|IREN|55.0|CALL|1/9/2026|Hot Contract|Ask|2|544|10.24|117K|15%|8/84|0.21|2%
2026-01-05|13:15:30|VLO|185.0|CALL|1/30/2026|Hot Contract|Ask|4|15|70.93|509K|2%|14/84|4.78|4%
2026-01-05|13:20:37|APP|700.0|CALL|1/9/2026|Hot Contract|Ask|3|773|3.25|199K|10%|19/78|0.79|3%
2026-01-05|13:23:23|RKT|22.5|CALL|1/16/2026|Hot Contract|Ask|0|29|102.45|107K|5%|15/84|0.36|0%
2026-01-05|13:23:38|BMNR|28.0|PUT|1/9/2026|Hot Contract|Ask|8|3393|3.59|176K|17%|15/83|0.14|8%
2026-01-05|13:28:41|HYMC|20.0|PUT|2/20/2026|Interval (5 min)|Ask|0|125|16.01|242K|29%|20/80|1.21|0%
2026-01-05|13:34:26|IREN|32.0|PUT|1/16/2026|Hot Contract|Ask|1|2129|2.88|132K|33%|7/91|0.22|1%
2026-01-05|13:35:00|FRMI|15.0|CALL|8/21/2026|Hot Contract|Ask|0|27|84.37|500K|74%|1/97|2.20|0%
2026-01-05|13:46:03|TSM|350.0|CALL|8/21/2026|Hot Contract|Ask|1|34|4.50|511K|8%|18/82|33.43|1%
2026-01-05|13:46:13|PFE|25.5|CALL|1/16/2026|Hot Contract|Ask|2|6974|1.51|237K|1%|16/77|0.22|2%
2026-01-05|13:47:09|XOM|123.0|PUT|1/16/2026|Hot Contract|Ask|3|183|15.25|273K|2%|4/94|0.98|3%
2026-01-05|13:47:29|MRNA|33.0|CALL|1/16/2026|Hot Contract|Ask|2|1493|1.96|337K|3%|20/73|1.15|2%
2026-01-05|13:53:17|AFRM|80.0|CALL|1/30/2026|Hot Contract|Ask|4|107|13.93|610K||27/70|4.09|4%
2026-01-05|13:57:30|ASTS|83.0|PUT|1/9/2026|Interval (5 min)|Ask|0|479|3.07|204K|9%|24/76|1.39|0%
2026-01-06|07:34:22|AA|80.0|CALL|7/17/2026|Hot Contract|Ask|0|20|96.70|1.01M|26%|0/100|5.20|0%
2026-01-06|07:34:39|GOOG|320.0|PUT|1/16/2026|Interval (5 min)|Ask|0|1652|1.30|1.13M|0%|35/65|5.25|0%
2026-01-06|07:34:41|GOOG|320.0|PUT|1/16/2026|Hot Contract|Ask|0|1652|2.58|2.23M|0%|18/82|5.23|0%
2026-01-06|07:35:15|JBLU|5.0|CALL|1/9/2026|Hot Contract|Ask|0|4423|2.56|106K|1%|22/77|0.09|0%
2026-01-06|07:37:14|SNDK|330.0|CALL|2/20/2026|Hot Contract|Ask|0|57|2.75|540K|6%|1/99|34.39|0%
2026-01-06|07:42:37|GEV|550.0|PUT|2/20/2026|Interval (5 min)|Ask|0|52|19.27|669K|17%|0/100|6.68|0%
2026-01-06|07:42:41|SCCO|160.0|CALL|5/15/2026|Hot Contract|Ask|0|102|3.39|536K|1%|0/100|15.50|0%
2026-01-06|07:44:57|ALB|200.0|CALL|9/18/2026|Hot Contract|Ask|1|50|6.52|614K|26%|1/99|18.83|1%
2026-01-06|07:49:01|MU|350.0|CALL|1/9/2026|Hot Contract|Ask|11|3929|1.56|910K|6%|24/73|1.48|11%
2026-01-06|07:49:10|INVZ|1.5|CALL|2/20/2026|Hot Contract|Ask|0|925|6.56|135K|19%|11/88|0.22|0%
2026-01-06|07:49:16|MU|330.0|PUT|1/16/2026|Interval (5 min)|Ask|0|125|8.04|1.37M|0%|5/80|13.59|0%
2026-01-06|07:49:51|TER|215.0|PUT|1/16/2026|Interval (5 min)|Ask|0|||517K|3%|35/65|4.10|0%
2026-01-06|07:54:15|STM|32.0|CALL|5/15/2026|Interval (5 min)|Ask|0|846|1.70|273K|11%|0/100|1.90|0%
2026-01-06|07:54:46|OGN|9.0|CALL|3/20/2026|Interval (5 min)|Ask|0|2219|1.81|200K|14%|0/100|0.50|0%
2026-01-06|07:54:48|OGN|9.0|CALL|3/20/2026|Hot Contract|Ask|0|2219|2.76|316K|13%|25/75|0.52|0%
2026-01-06|07:57:35|NEM|106.0|CALL|1/16/2026|Interval (5 min)|Ask|0|473|2.12|382K||0/100|3.82|0%
2026-01-06|07:58:20|TER|215.0|PUT|1/9/2026|Interval (5 min)|Ask|0|4|345.00|200K|4%|21/71|1.45|0%
2026-01-06|07:58:27|USAR|19.5|CALL|1/16/2026|Hot Contract|Ask|0|87|39.10|146K|20%|0/99|0.43|0%
2026-01-06|07:58:35|NVO|56.0|PUT|1/16/2026|Interval (5 min)|Ask|0|140|17.86|235K|3%|0/100|0.94|0%
2026-01-06|07:58:40|NVO|56.0|PUT|1/16/2026|Hot Contract|Ask|0|140|17.97|236K|3%|0/100|0.94|0%
2026-01-06|07:58:45|TER|212.5|PUT|1/16/2026|Interval (5 min)|Ask|0|3|648.00|472K|5%|0/66|2.43|0%
2026-01-06|07:58:55|TER|212.5|PUT|1/16/2026|Hot Contract|Ask|0|3|890.67|647K|5%|0/75|2.42|0%
2026-01-06|08:00:32|TER|215.0|PUT|1/16/2026|Hot Contract|Ask|0|||1.03M|4%|24/76|4.07|0%
2026-01-06|08:01:22|NFLX|91.5|CALL|1/9/2026|Hot Contract|Ask|20|2895|1.85|383K|1%|11/77|0.72|20%
2026-01-06|08:02:10|MOD|125.0|CALL|2/20/2026|Hot Contract|Ask|0|30|33.33|1.07M|5%|0/100|10.75|0%
2026-01-06|08:05:24|SNDK|400.0|CALL|1/23/2026|Hot Contract|Ask|1|3|468.67|885K|20%|3/96|6.29|1%
2026-01-06|08:12:39|STM|32.0|CALL|5/15/2026|Hot Contract|Ask|0|846|2.98|482K|10%|1/93|1.91|0%
2026-01-06|08:14:46|SKYT|28.0|CALL|2/6/2026|Interval (5 min)|Ask|0|||251K|6%|4/96|2.51|0%
2026-01-06|08:20:41|AGNC|9.0|PUT|6/18/2026|Hot Contract|Ask|0|3289|3.05|130K|19%|0/100|0.13|0%
2026-01-06|08:21:26|AGNC|9.0|PUT|6/18/2026|Interval (5 min)|Ask|0|3289|6.08|260K|19%|0/100|0.13|0%
2026-01-06|08:21:52|XIFR|13.0|CALL|4/17/2026|Hot Contract|Ask|0|521|4.84|132K|15%|6/92|0.52|0%
2026-01-06|08:24:41|PTON|7.0|CALL|2/20/2026|Hot Contract|Ask|0|1058|2.62|131K|7%|3/96|0.47|0%
2026-01-06|08:25:12|PSTG|80.0|CALL|2/20/2026|Interval (5 min)|Ask|0|1109|2.68|380K|16%|0/100|1.28|0%
2026-01-06|08:25:14|PSTG|80.0|CALL|2/20/2026|Hot Contract|Ask|0|1109|2.68|380K|16%|0/100|1.28|0%
2026-01-06|08:27:46|INTC|44.0|CALL|7/17/2026|Hot Contract|Ask|0|637|6.59|2.1M|11%|0/100|5.00|0%
2026-01-06|08:30:00|M|25.0|CALL|3/20/2026|Hot Contract|Ask|0|3207|1.56|701K|6%|22/78|1.40|0%
2026-01-06|08:30:01|M|25.0|CALL|3/20/2026|Interval (5 min)|Ask|0|3207|1.35|614K|6%|13/87|1.42|0%
2026-01-06|08:30:10|M|25.0|CALL|3/20/2026|Hot Contract|Ask|0|3207|2.03|922K|6%|23/75|1.42|0%
2026-01-06|08:31:15|DG|144.0|PUT|1/16/2026|Interval (5 min)|Ask|0|||420K|0%|0/100|3.46|0%
2026-01-06|08:32:20|TWLO|200.0|CALL|2/20/2026|Hot Contract|Ask|0|10|396.50|128K|47%|16/71|0.32|0%
2026-01-06|08:33:01|PANW|220.0|CALL|7/17/2026|Hot Contract|Ask|0|72|8.96|504K|19%|15/83|7.81|0%
2026-01-06|08:35:50|ORCL|200.0|CALL|1/9/2026|Hot Contract|Ask|1|6760|2.10|1.63M|4%|11/88|1.15|1%
2026-01-06|08:35:51|ORCL|200.0|CALL|1/9/2026|Hot Contract|Ask|1|6760|2.10|1.63M|4%|11/88|1.15|1%
2026-01-06|08:38:24|ORCL|200.0|CALL|1/9/2026|Interval (5 min)|Ask|0|6760|1.67|1.35M|4%|7/91|1.19|0%
2026-01-06|08:38:36|ZETA|30.0|CALL|2/20/2026|Interval (5 min)|Ask|0|432|11.34|269K|27%|0/99|0.55|0%
2026-01-06|08:38:37|ZETA|30.0|CALL|2/20/2026|Hot Contract|Ask|1|432|12.30|288K|27%|4/95|0.54|1%
2026-01-06|08:43:49|PANW|230.0|CALL|9/18/2026|Hot Contract|Ask|0|189|3.74|651K|24%|0/100|9.21|0%
2026-01-06|08:46:59|PSTG|80.0|CALL|2/20/2026|Hot Contract|Ask|0|1109|3.51|501K|16%|9/88|1.29|0%
2026-01-06|08:47:51|ZETA|30.0|CALL|2/20/2026|Hot Contract|Ask|0|432|25.40|674K|26%|5/94|0.61|0%
