Date|Time|Description
2026-01-02|10:11:20|**GOVERNMENT SHUTDOWN RISK FALLS TO 29%**  As of early January 2026  Kalshi markets put the chance of a U.S. government shutdown on Jan. 31 at just 29%  down from 40–48% last month.  **Why the risk is falling:**  • Unified Republican control reduces the likelihood of gridlock • The 2025 funding deal already covers roughly 85–95% of spending through Sept. 2026  limiting any potential shutdown • Lawmakers want to avoid another unpopular shutdown ahead of the 2026 midterms • Markets now imply a 71% chance a deal is reached on time https://kalshi.com/markets/kxgovshut/government-shutdown/kxgovshut-26jan31?utm_source=walterbloomberg
2026-01-02|10:11:21|"Track what Kalshi's markets predict for ""Government shutdown on Jan 31  2026?""  or trade it yourself."
2026-01-02|10:15:21|$PINS** - OPENAI MAY ACQUIRE PINTEREST IN 2026**  According to The Information  OpenAI is predicted to buy Pinterest in 2026. Reporter Ann Gehan notes that OpenAI could be interested in Pinterest’s image data  advertising business  and merchant relationships. Pinterest’s digital scrapbooking features may also complement OpenAI’s image and video generation models.
2026-01-02|11:03:23|$TSLA** - MORGAN STANLEY: TESLA DELIVERIES IN LINE  FOCUS SHIFTS TO ROBOTAX**I  Morgan Stanley reiterated an Equalweight rating and $425 price target on Tesla. Tesla delivered 418 000 vehicles in 4Q25  slightly below consensus but above buy-side expectations. Energy storage deployments beat forecasts  reaching a record 14.2 GWh.  The firm maintains its 2026 outlook of 1.6 million vehicle deliveries and 64 GWh in energy storage. Morgan Stanley sees the primary catalyst as progress in Tesla’s robotaxi and unsupervised FSD initiatives in 1H26  which are key to supporting long-term volume growth.
2026-01-02|05:48:20|TRUMP CLAIMS HE “ACED” COGNITIVE TEST  U.S. President Donald Trump said on Truth Social that he is in “perfect health” and that White House doctors reported he “aced” his cognitive examination for the third time. He claimed he answered 100% of the questions correctly and asserted that no other president or vice president had been willing to take such a test. Trump added that all candidates for president or vice president should be required to undergo a mandatory cognitive examination.
2026-01-02|06:12:21|IRANIAN PARLIAMENT SPEAKER SAYS U.S. BASES  FORCES IN REGION ‘LEGITIMATE TARGETS’ IF WASHINGTON ADVENTURES
2026-01-02|06:36:20|NEW WORLD SCREWWORM CASE DETECTED IN THE STATE OF MEXICO  AGRICULTURE MINISTRY SAYS
2026-01-02|07:00:21|EARTHQUAKE ALARM SOUNDS IN MEXICO CITY 
2026-01-02|07:03:20|TESLA INC 2025 TOTAL DELIVERIES 1.64 MLN UNITS  PRODUCTION 1.65 MLN UNITS
2026-01-02|07:04:21|*TESLA 4Q DELIVERIES 418 227  EST. 440 907
2026-01-02|08:44:20|$TSLA** - TRUIST CUTS TESLA PRICE TARGET TO $439**  Truist Securities analyst William Stein lowered Tesla’s price target to $439 from $444 and maintained a Hold rating. Q4 deliveries totaled 418 000 units  below both consensus and Truist estimates  with no updates on key priorities such as AI initiatives and new vehicles. While energy storage deployments exceeded expectations  Truist believes investors should focus more on AI—particularly FSD—as the primary driver of long-term cash flow and stock performance. Near-term EPS estimates were slightly reduced  and the recent stock bounce is viewed as “better than feared.”
2026-01-02|08:51:20|$TSLA** - STIFEL: TSLA AND RIVN Q4 DELIVERIES IN LINE**  Stifel said Tesla delivered 418 227 vehicles in Q4 2025  slightly above its forecast but about 1% below consensus. Deliveries declined sequentially after the expiration of the U.S. EV tax credit and fell 15.6% year over year. The firm views the results as neutral for the stock and is awaiting margin details at Q4 earnings on January 26  2026. Tesla also reported a record 14.2 GWh of energy storage deployments. Stifel reiterated its Buy rating and $508 price target  citing FSD and Robotaxi progress as key value drivers. Rivian’s Q4 production and deliveries were largely in line with expectations.
2026-01-02|09:03:20|$MSTR** - SAYLOR’S STRATEGY BRACES FOR MAJOR Q4 BITCOIN LOSS**  Strategy Inc. is expected to report a multibillion-dollar fourth-quarter loss after Bitcoin fell 24%  reversing a $2.8 billion profit in the prior quarter. The loss reflects unrealized declines in the value of the company’s roughly $60 billion Bitcoin holdings under new fair-value accounting rules.  The expected hit comes as investor sentiment toward the Bitcoin-treasury model weakens. Strategy’s shares fell 48% in 2025 and are nearly 70% below their November 2024 peak  raising concerns about funding dividends and interest costs. The company raised cash in December by selling shares to bolster liquidity.  Strategy now projects full-year operating results ranging from a $7 billion loss to a $9.5 billion profit  based on Bitcoin prices between $85 000 and $110 000. With Bitcoin ending the year near $87 600  results are likely toward the lower end. The company’s enterprise value is nearing parity with its Bitcoin holdings  highlighting growing skepticism around the sustainability of the model.
2026-01-02|09:24:20|FBI SAYS IT THWARTED POTENTIAL ISIS-INSPIRED ATTACK IN NORTH CAROLINA PLANNED FOR NEW YEAR'S EVE
2026-01-02|10:11:20|**GOVERNMENT SHUTDOWN RISK FALLS TO 29%**  As of early January 2026  Kalshi markets put the chance of a U.S. government shutdown on Jan. 31 at just 29%  down from 40–48% last month.  **Why the risk is falling:**  • Unified Republican control reduces the likelihood of gridlock • The 2025 funding deal already covers roughly 85–95% of spending through Sept. 2026  limiting any potential shutdown • Lawmakers want to avoid another unpopular shutdown ahead of the 2026 midterms • Markets now imply a 71% chance a deal is reached on time https://kalshi.com/markets/kxgovshut/government-shutdown/kxgovshut-26jan31?utm_source=walterbloomberg
2026-01-02|10:11:21|"Track what Kalshi's markets predict for ""Government shutdown on Jan 31  2026?""  or trade it yourself."
2026-01-02|10:15:21|$PINS** - OPENAI MAY ACQUIRE PINTEREST IN 2026**  According to The Information  OpenAI is predicted to buy Pinterest in 2026. Reporter Ann Gehan notes that OpenAI could be interested in Pinterest’s image data  advertising business  and merchant relationships. Pinterest’s digital scrapbooking features may also complement OpenAI’s image and video generation models.
2026-01-02|11:03:23|$TSLA** - MORGAN STANLEY: TESLA DELIVERIES IN LINE  FOCUS SHIFTS TO ROBOTAX**I  Morgan Stanley reiterated an Equalweight rating and $425 price target on Tesla. Tesla delivered 418 000 vehicles in 4Q25  slightly below consensus but above buy-side expectations. Energy storage deployments beat forecasts  reaching a record 14.2 GWh.  The firm maintains its 2026 outlook of 1.6 million vehicle deliveries and 64 GWh in energy storage. Morgan Stanley sees the primary catalyst as progress in Tesla’s robotaxi and unsupervised FSD initiatives in 1H26  which are key to supporting long-term volume growth.
2026-01-02|12:20:21|ALUMINIUM HITS $3 000 AFTER 3 YEARS AS SUPPLY TIGHTENS
2026-01-02|14:12:22|UNOFFICIALLY  FOR THE WEEK  THE S&P 500 FELL 1.03%  THE NASDAQ DECLINED 1.52%  AND THE DOW FELL 0.67%
2026-01-02|15:01:22|YEAR END SEES RECORD BORROWING FROM FED'S STANDING REPO OPERATION
2026-01-02|16:49:22|IRAN WARNS OF DECISIVE RESPONSE TO ANY U.S. ATTACK  Iran has sent a letter to UN Secretary-General António Guterres condemning U.S. President Donald Trump’s remarks on ongoing protests in Iran. Tehran rejected the comments as reckless and interventionist  reaffirming its right to defend its sovereignty  territorial integrity  and national security. Iran stated it would respond decisively and proportionally to any foreign interference.  Trump had earlier said the United States was prepared to intervene to protect Iranian protesters if the government began killing them.
2026-01-03|04:30:42|TRUMP CLAIMS MADURO CAPTURED IN U.S. STRIKE  U.S. President Donald Trump said Saturday that the United States carried out a large-scale military operation in Venezuela and captured President Nicolás Maduro and his wife  who were flown out of the country. Trump said further details would be announced at an 11:00 a.m. news conference at Mar-a-Lago  following reports of explosions and U.S. military activity in Caracas.
2026-01-03|04:32:42|TRUMP TELLS NEW YORK TIMES ' A LOT OF GOOD PLANNING' FOLLOWING U.S. STRIKES ON VENEZUELA
2026-01-03|04:43:43|VENEZUELAN DEFENSE CHIEF: WE WILL NOT SURRENDER  Venezuela’s defense minister condemned a US attack on Caracas as a “cowardly act ” accused US forces of striking civilian areas  and vowed the government would not negotiate or surrender.
2026-01-03|04:45:43|U.S. ATTACKS LEFT OIL FACILIITES UNSCATHED  ACCORDING TO INITIAL PDVSA ASSESMENT -PDVSA EXECUTIVES
2026-01-03|04:45:44|RUSSIAN FOREIGN MINISTRY: EXTREMELY CONCERNED BY REPORTS THAT VENEZUELA'S MADURO AND HIS WIFE WERE FORCIBLY REMOVED FROM THE COUNTRY DURING TODAY'S AGGRESSIVE ACTIONS BY THE UNITED STATES
2026-01-03|04:46:43|RUSSIAN FOREIGN MINISTRY: SUCH ACTIONS  IF THEY ACTUALLY TOOK PLACE  CONSTITUTE AN UNACCEPTABLE VIOLATION OF THE SOVEREIGNTY OF AN INDEPENDENT STATE
2026-01-03|04:49:43|US DELTA FORCE CAPTURED MADURO  Sources told ABC that US Army Delta Force troops captured Nicolas Maduro after the CIA identified his exact location. One source said President Trump approved the operation days earlier  but it was delayed due to unrest in Nigeria.
2026-01-03|05:23:43|🚨 MADURO AND HIS WIFE HAVE BEEN INDICTED IN THE SOUTHERN DISTRICT OF NEW YORK - AG BONDI
2026-01-03|05:26:43|S Attorney General Pamela Bondi: 'Nicolas Maduro and his wife  Cilia Flores  have been indicted in the Southern District of New York.  Nicholas Maduro has been charged with Narco-Terrorism Conspiracy  Cocaine Importation Conspiracy  Possession of Machineguns and Destructive Devices  and Conspiracy to Possess Machineguns and Destructive Devices against the United States.  They will soon face the full wrath of American justice on American soil in American courts. On behalf of the entire U.S. DOJ  I would like to thank President Trump for having the courage to demand accountability on behalf of the American People  and a huge thank you to our brave military who conducted the incredible and highly successful mission to capture these two alleged international narco traffickers
2026-01-03|05:55:44|**US DID NOT GIVE COLOMBIA ADVANCE WARNING OF VENEZUELA OPERATION  SOURCE SAYS**  The United States did not give Colombia advance warning before launching its operation in Venezuela  **but was aware of potential plans to capture Venezuelan President Nicolas Maduro**  according to a Colombian source.
2026-01-03|05:59:44|🚨 11:00ET: TRUMP ADDRESSES U.S. STRIKE ON VENEZUELA
2026-01-03|06:01:43|BRAZIL'S LULA: THE BOMBINGS ON VENEZUELAN TERRITORY AND THE CAPTURE OF ITS PRESIDENT CROSS AN UNACCEPTABLE LINE
2026-01-03|06:29:43|**U.S. SEEN PURSUING TRANSACTIONAL APPROACH AFTER MADURO CAPTURE**  Signum Global Advisors said the U.S. is likely to take a transactional approach toward Venezuela following Nicolás Maduro’s capture  arguing that escalation offers limited benefit for President Trump. The firm said any political transition would come through negotiations between Washington and Caracas  not further military escalation.
2026-01-03|06:35:43|VENEZUELA HAS CLOSED ITS BORDER WITH BRAZIL  SAYS HEAD OF BRAZIL FEDERAL POLICE
2026-01-03|06:41:44|**VENEZUELA’S OIL INFRASTRUCTURE REMAINS UNHIT AFTER U.S. AIRSTRIKES**  Venezuela’s oil infrastructure was reportedly unharmed following a series of U.S. military airstrikes in Caracas and other states  according to sources familiar with the matter.  Key facilities in the country’s energy sector—including the Jose port  the Amuay refinery  and oil fields in the Orinoco Belt—remain operational  the sources said. They requested anonymity due to the sensitive nature of the information.
2026-01-03|06:46:43|TRUMP OFFERED MADURO 'MULTIPLE OFF RAMPS': US VP VANCE
2026-01-03|06:50:43|**VP JD VANCE: MADURO SEES TRUMP MEANS WHAT HE SAYS**  Vice President JD Vance said on X that President Trump was clear: drug trafficking must stop  and stolen oil returned to the U.S. He added that Maduro is the latest to realize Trump “means what he says ” and praised special operators for their “truly impressive operation.”
2026-01-03|06:55:44|*VANCE: BEING IN CARACAS DIDN'T ALLOW MADURO TO AVOID US JUSTICE    *VANCE RESPONDS TO CLAIMS US OPERATION WAS 'ILLEGAL' IN X POST
2026-01-03|06:59:43|**MADURO AND WIFE IN U.S. CUSTODY  FACING NEW YORK INDICTMENTS**  Nicolás Maduro and his wife are in U.S. custody and are expected to be taken to New York to face indictments in the Southern District  a senior government source told NewsNation.  They could appear in court as early as Monday  though the exact timing has not been confirmed  the source added.
2026-01-03|07:04:43|🚨 TRUMP: FEW INJURIES  NO DEATHS ON OUR SIDE FROM VENEZUELA OPERATION
2026-01-03|07:06:44|**MADURO BEING TRANSPORTED TO NEW YORK FOR FEDERAL CHARGES**  Sources tell CNN that Venezuelan President Nicolás Maduro  captured by U.S. special operations forces with FBI support  is being transported to New York to face charges in Manhattan federal court.  The indictment  built over years by the DEA against Maduro and top military leaders  will form the basis of the charges. U.S. Attorney General Pam Bondi said Maduro will “soon face the full wrath of American justice on American soil.”
2026-01-03|07:07:43|**MADURO AND WIFE DRAGGED FROM BEDROOM DURING US RAID**  Venezuelan President Nicolás Maduro and his wife  Cilia Flores  were captured in the middle of the night while sleeping  dragged from their bedroom by U.S. forces  sources said. The Delta Force operation caused no U.S. casualties  a U.S. official added.
2026-01-03|07:08:44|🚨 VENEZUELA VICE PRESIDENT DELCY RODRIGUEZ IS IN RUSSIA  FOUR SOURCES FAMILIAR WITH HER MOVEMENTS SAY
2026-01-03|07:08:44|JORGE RODRIGUEZ  HEAD OF THE VENEZUELAN NATIONAL ASSEMBLY  IS IN CARACAS  THREE SOURCES WITH KNOWLEDGE OF HIS WHEREABOUTS SAY
2026-01-03|07:11:43|🚨 TRUMP: WAITED FOUR DAYS FOR OPERATION  FOR BETTER WEATHER
2026-01-03|07:12:43|🚨 TRUMP: MAKING DECISION NOW ON WHAT'S NEXT FOR VENEZUELA LEADERSHIP
2026-01-03|07:15:43|**CIA HAD INSIDER HELP TRACK MADURO**  A CIA source inside Venezuela’s government helped track Nicolás Maduro in the days and moments before his capture  sources said. The agency used intelligence from the source and a fleet of stealth drones to monitor his movements  leading to the U.S. special operations raid.  The operation  months in planning  combined CIA intelligence with military execution and was aided by a $50 million U.S. reward for information on Maduro. While the CIA guided planning  the capture was carried out as a military law enforcement mission.
2026-01-03|07:16:43|**TRUMP IS SPEAKING ON FOX NEWS NOW  TOUTING THE OPERATION IN CARACAS.**      “Compare this to Afghanistan where we were a laughingstock all over the world  we’re not a laughingstock anymore.”  He added: “You had to see this in real time  you had to see this -- the professionalism and the bravery  everything.”
2026-01-03|07:16:44|*TRUMP: MADURO TRIED TO NEGOTIATE AT THE END  I SAID NO
2026-01-03|07:17:43|🚨 TRUMP: GOING TO BE STRONGLY INVOLVED IN VENEZUELA'S OIL INDUSTRY
2026-01-03|07:20:43|TRUMP SAYS WATCHED MADURO CAPTURE LIVE  WAS 'LIKE A TELEVISION SHOW'
2026-01-03|07:20:44|🚨 TRUMP: MADURO OPERATION SENDS A SIGNAL
2026-01-03|07:21:43|🚨 TRUMP: MADURO LOYALISTS REMAINING HAVE BAD FUTURE IF THEY STAY LOYAL
2026-01-03|07:23:43|TRUMP: GOING TO LOOK AT WHETHER MACHADO TO LEAD  RIGHT NOW THEY HAVE A VICE PRESIDENT
2026-01-03|07:23:44|🚨 TRUMP: HAVE GOOD RELATIONSHIP WITH XI  CHINA WON'T HAVE PROBLEM WITH OPERATION  THEY WILL GET OIL
2026-01-03|07:26:43|TRUMP GIVES FIRST INTERVIEW AFTER VENEZUELA STRIKE
2026-01-03|07:26:44|▻
2026-01-03|07:26:45|🚨 TRUMP: MADURO AND WIFE WILL BE HEADING TO NEW YORK  TRUMP: MADURO TAKEN TO SHIP
2026-01-03|07:29:43|*TRUMP SAYS MADURO NOW ON A US SHIP AND BEING TAKEN TO NEW YORK
2026-01-03|07:32:43|RUSSIAN FOREIGN MINISTRY SAYS INFORMATION THAT VENEZUELA'S RODRIGUEZ IS IN RUSSIA IS FAKE - TASS
2026-01-03|07:37:43|U.N. SECRETARY-GENERAL IS DEEPLY ALARMED BY THE RECENT ESCALATION IN VENEZUELA - STATEMENT
2026-01-03|07:39:43|**🚨 TRUMP ON MEXICO: CARTELS IN CONTROL  BORDER PROBLEMS CONTINUE ** Trump said Mexico is run by drug cartels  not its government  and that officials are too afraid to act. He claimed the U.S. has lost up to 300 000 people to drugs  mostly entering through the southern border  and said “something has to be done” about Mexico’s role.
2026-01-03|07:39:44|▻
2026-01-03|07:43:43|**Trump’s interview with Fox News ends. He is scheduled to speak again in  about 90 minutes for a press conference from his Mar-a-Lago club in  Florida.**
2026-01-03|07:46:43|**CHINA SAYS 'STRONGLY CONDEMNS' US STRIKES ON VENEZUELA**  'China is deeply shocked and strongly condemns the U.S. for brazenly using force against a sovereign country and targeting its president. Such hegemonic behavior by the U.S. seriously violates international law  infringes on Venezuela’s sovereignty  and threatens peace and security in Latin America and the Caribbean. China firmly opposes this. We urge the U.S. to abide by international law and the purposes and principles of the UN Charter  and to stop infringing on other countries’ sovereignty and security.'
